"par_pctile","par_mean","k_mean","k_rank","k_top1pc","k_top5pc","k_top10pc","k_q5","k_q4","k_q3","k_q2","k_q1","k_nowork","married","k_median","k_median_nozero","count","tot_count","density"
47,55646.6666666667,44800,0.557746734692553,0.0189772026113333,0.0742705649933333,0.139630466933333,0.2601579632,0.226365519333333,0.194774557733333,0.169179031066667,0.149522936066667,0.136696470066667,0.477180185333333,36153.3333333333,41406.6666666667,7171.6,717157.2,0.00900820497333333
48,57040,45953.3333333333,0.55821555622017,0.018995209748,0.0772724116933333,0.145085996733333,0.2685495918,0.216704452666667,0.190957885266667,0.1724950874,0.151292990533333,0.136399318266667,0.484159374666667,36126.6666666667,41160,7171.53333333333,717157.2,0.00912465550666667
49,58393.3333333333,45200,0.561206283067616,0.0202055161786667,0.0868272762666667,0.150458805066667,0.273693073133333,0.213703444,0.194127774,0.1694923014,0.148983413933333,0.136703979866667,0.492798974,36966.6666666667,42320,7171.53333333333,717157.2,0.00912152040666667
50,59786.6666666667,45793.3333333333,0.561867792743759,0.02174043652,0.0844612,0.151428089333333,0.270138437866667,0.218373458,0.191686743933333,0.176137258066667,0.143664097533333,0.131175608933333,0.489868396,37106.6666666667,41986.6666666667,7171.66666666667,717157.2,0.00915467943333333
51,61180,44726.6666666667,0.562385672639955,0.0189759102046667,0.0826503761333333,0.1473438552,0.270811100266667,0.223812893333333,0.190611061333333,0.161197259333333,0.1535676894,0.137393973333333,0.487746858666667,36846.6666666667,42100,7171.53333333333,717157.2,0.00927806770666667
52,62586.6666666667,46180,0.559751020861885,0.0225786419466667,0.0832502141333333,0.1501806318,0.266490310666667,0.218954364666667,0.1969184216,0.1673556478,0.150281259266667,0.1376188278,0.487285566666667,36686.6666666667,42353.3333333333,7171.6,717157.2,0.00935744398666667
53,64006.6666666667,46786.6666666667,0.565895372495265,0.0198091263386667,0.0819226068866667,0.147465180266667,0.2739707572,0.224511562666667,0.190003932666667,0.167846551466667,0.143667200866667,0.1308069968,0.502883213333333,37773.3333333333,42633.3333333333,7171.53333333333,717157.2,0.00936239197333333
54,65426.6666666667,48173.3333333333,0.566993978605172,0.0178946119,0.08197466222,0.149665977933333,0.272352421133333,0.227095931333333,0.192358287133333,0.1641112962,0.144082071466667,0.129588632466667,0.495784052,37046.6666666667,42046.6666666667,7171.6,717157.2,0.00949643796666667
55,66880,44333.3333333333,0.564986662890485,0.0212354831133333,0.0817460751533333,0.147497664266667,0.275956286733333,0.217995534666667,0.1958332562,0.1654986582,0.1447162726,0.1325749098,0.49842668,36620,41633.3333333333,7171.53333333333,717157.2,0.00942361345333333
56,68320,46206.6666666667,0.574373148232574,0.02116471163,0.0848212781333333,0.1543420828,0.283719377133333,0.227219154,0.186407618133333,0.165470246933333,0.137183603266667,0.123682670666667,0.510913493333333,37940,42646.6666666667,7171.6,717157.2,0.00947168766666667
57,69793.3333333333,47793.3333333333,0.578406722042932,0.0228442075933333,0.0871660710666667,0.158110236066667,0.287557016266667,0.228314952,0.186112303933333,0.165211596533333,0.1328041326,0.119211968133333,0.521420388,38566.6666666667,43326.6666666667,7171.6,717157.2,0.00960214289333333
58,71253.3333333333,48013.3333333333,0.571713372561403,0.02360411308,0.0864496352666667,0.156623403533333,0.280200802733333,0.228886602,0.187173343266667,0.158917253866667,0.1448219976,0.132790876866667,0.513595448,38413.3333333333,43913.3333333333,7171.53333333333,717157.2,0.00944614333333333
59,72753.3333333333,46066.6666666667,0.569896974062739,0.0233844512533333,0.0828821226,0.153569900266667,0.2801378068,0.220594091333333,0.193234478866667,0.1611872922,0.144846331866667,0.129316862733333,0.511466944666667,38080,43033.3333333333,7171.6,717157.2,0.00953699120666667
60,74273.3333333333,46346.6666666667,0.573624310208165,0.0201702105266667,0.0844874865333333,0.153121021933333,0.282589894666667,0.229036908,0.189875501,0.155020004466667,0.143477695066667,0.130157421133333,0.523763158,38126.6666666667,43153.3333333333,7171.53333333333,717157.2,0.00961171872666667
61,75793.3333333333,46186.6666666667,0.575123200977227,0.020113961788,0.0844853318,0.155463685866667,0.287980765333333,0.225760744,0.1860046782,0.1559169904,0.144336828666667,0.129103189266667,0.510323404666667,38520,43713.3333333333,7171.6,717157.2,0.00975378158666667
62,77320,46540,0.573523532173974,0.0217051173,0.0839203379333333,0.153259111466667,0.285360453333333,0.232599737333333,0.184081081,0.150845153266667,0.147113574533333,0.134069005066667,0.522147533333333,38280,43773.3333333333,7171.6,717157.2,0.00977191533333333
63,78900,48793.3333333333,0.58029846162726,0.02131021489,0.0865250564,0.158053045333333,0.287217428933333,0.231916860666667,0.189173790466667,0.160037099266667,0.1316548198,0.118635396066667,0.517517829333333,39106.6666666667,43540,7171.53333333333,717157.2,0.00973087277333333
64,80486.6666666667,47213.3333333333,0.582225650426916,0.02117114288,0.0878280143866667,0.159771280533333,0.295543038666667,0.224309136,0.188717387,0.160755165533333,0.130675279933333,0.1182585048,0.521872838,38926.6666666667,43366.6666666667,7171.6,717157.2,0.00988738198666667
65,82100,47133.3333333333,0.57808293070981,0.0215225281533333,0.0844739603333333,0.1561882172,0.29052813,0.232003962666667,0.183533975533333,0.154125731666667,0.139808196133333,0.1287351198,0.529167429333333,38413.3333333333,43940,7171.53333333333,717157.2,0.0097775962
66,83753.3333333333,49273.3333333333,0.579956747700664,0.0214379322466667,0.0889658941333333,0.161340695533333,0.293877467333333,0.229254930666667,0.1841287536,0.154449630533333,0.138289224933333,0.125927938133333,0.520204459333333,38966.6666666667,43900,7171.6,717157.2,0.00973991908
67,85413.3333333333,48040,0.577407099789055,0.02150396542,0.0898948531333333,0.163083068,0.294143036666667,0.224899662666667,0.180667210533333,0.158987255333333,0.141302836,0.1277843374,0.528498054,38613.3333333333,44093.3333333333,7171.53333333333,717157.2,0.00997007562666667
68,87113.3333333333,53000,0.582974343674986,0.02416228132,0.0900137412,0.164364339666667,0.295415042666667,0.230023937333333,0.187336365066667,0.1448978102,0.142326847866667,0.127574612866667,0.525443032666667,39580,44773.3333333333,7171.6,717157.2,0.01000910558
69,88880,48706.6666666667,0.583295918173867,0.0237025201133333,0.0902082578666667,0.165157215,0.301564665333333,0.227008964666667,0.178985283533333,0.151921607266667,0.140519474666667,0.128412090066667,0.52744693,39500,44740,7171.6,717157.2,0.0100696172466667
70,90673.3333333333,50780,0.587064106907382,0.0244978211073333,0.0894292485333333,0.162677829666667,0.299403280666667,0.235829758,0.180748321866667,0.152821696533333,0.1311969504,0.119060494666667,0.530977349333333,39773.3333333333,44766.6666666667,7171.53333333333,717157.2,0.01025430844
71,92506.6666666667,49586.6666666667,0.590719930807452,0.0249515821666667,0.0969264492,0.175609919133333,0.309634714666667,0.226840325333333,0.182463577133333,0.1471655184,0.133895868266667,0.1228100048,0.529431739333333,40833.3333333333,45433.3333333333,7171.6,717157.2,0.01016454918
72,94400,48806.6666666667,0.586353299218189,0.0220854237,0.0917162226666667,0.164723070933333,0.30259065,0.228894522666667,0.181897900666667,0.149823854933333,0.136793076466667,0.120392569666667,0.541398824,39640,44400,7171.53333333333,717157.2,0.0102271855333333
73,96366.6666666667,49573.3333333333,0.591080534784763,0.02374541344,0.0943892538,0.1737410522,0.315154034666667,0.229167654666667,0.1708077978,0.14608166,0.1387888552,0.126870921933333,0.53106477,40986.6666666667,46040,7171.6,717157.2,0.01030607312
74,98393.3333333333,49840,0.591148971062982,0.0247649075333333,0.0950852919333333,0.171816808466667,0.311994062666667,0.228247616666667,0.1783696808,0.147419657666667,0.133968980066667,0.123143187266667,0.543783222,40493.3333333333,45406.6666666667,7171.53333333333,717157.2,0.01045249538
75,100473.333333333,50593.3333333333,0.589550362881464,0.0233762100066667,0.0976871232666667,0.173844939533333,0.316289730666667,0.223796455333333,0.1727850408,0.1494499576,0.137678816266667,0.126058517133333,0.534298904,40753.3333333333,45733.3333333333,7171.6,717157.2,0.0102805054
76,102686.666666667,50086.6666666667,0.592760898076479,0.0242513224666667,0.0966465738666667,0.176518482133333,0.315445177333333,0.229302223333333,0.173460838533333,0.147711467533333,0.1340803044,0.1223507002,0.543429422,40653.3333333333,45806.6666666667,7171.6,717157.2,0.0106461540866667
77,104953.333333333,49053.3333333333,0.592841309545653,0.0230387196066667,0.0936749690666667,0.172566501733333,0.3127201098,0.233558908,0.1715057738,0.1487742848,0.133440929866667,0.121897847066667,0.540563215333333,40786.6666666667,45740,7171.53333333333,717157.2,0.0106407072333333
78,107313.333333333,51953.3333333333,0.598291839871373,0.0258829523666667,0.100098374933333,0.183433327933333,0.325055156,0.230458813333333,0.1685791096,0.1403823,0.1355246172,0.123757580333333,0.536809982,41900,46993.3333333333,7171.6,717157.2,0.0108393352066667
79,109820,51646.6666666667,0.599165441202751,0.0272858101733333,0.100317635533333,0.181849560466667,0.324749694666667,0.227881462666667,0.174664472133333,0.141324014866667,0.131380351533333,0.121016061133333,0.540739818666667,41886.6666666667,46713.3333333333,7171.53333333333,717157.2,0.01101322266
80,112433.333333333,52400,0.594880350807175,0.02478878394,0.101173818666667,0.180723615466667,0.326168463333333,0.224077939333333,0.168556608333333,0.142642782133333,0.1385542022,0.1252997408,0.533574683333333,41240,46580,7171.6,717157.2,0.0109412387333333
81,115193.333333333,51573.3333333333,0.600757547684909,0.0262420742866667,0.0999739738,0.180693959466667,0.327232754,0.236892778,0.16134843,0.142191297666667,0.132334752133333,0.120867212733333,0.531612796,41866.6666666667,46513.3333333333,7171.6,717157.2,0.0109842504733333
82,118166.666666667,51620,0.59854077518702,0.0269584994466667,0.101823733066667,0.1880592242,0.333377203333333,0.221502274866667,0.165632905866667,0.142530462466667,0.13695715,0.1259268344,0.531989482666667,42213.3333333333,47146.6666666667,7171.53333333333,717157.2,0.01112469268
83,121306.666666667,51753.3333333333,0.598021906535766,0.0263570928,0.10724015,0.185718879333333,0.330954087333333,0.224753214,0.161289525866667,0.143134001733333,0.139869174933333,0.127152797066667,0.530801662,41660,46993.3333333333,7171.6,717157.2,0.0113437399333333
84,124706.666666667,52453.3333333333,0.605886430519826,0.0252774751866667,0.107647100733333,0.191894501333333,0.341947389333333,0.225097412,0.1636304222,0.1389813042,0.1303434662,0.119460153533333,0.536307091333333,42653.3333333333,47606.6666666667,7171.53333333333,717157.2,0.01140761306
85,128386.666666667,54280,0.604884237786507,0.0287428837,0.105442649133333,0.1945735998,0.342116938666667,0.223792734666667,0.164549976333333,0.1330603448,0.136480011533333,0.123200939933333,0.533531156,42660,47826.6666666667,7171.6,717157.2,0.0116155866733333
86,132440,55393.3333333333,0.609610557177268,0.0274226817466667,0.112047228133333,0.2047139266,0.347969494666667,0.219987363333333,0.166724631,0.131847015066667,0.133471498866667,0.120844667266667,0.536519016666667,43526.6666666667,48686.6666666667,7171.53333333333,717157.2,0.0120978128866667
87,136880,54066.6666666667,0.602437860941067,0.0277284616066667,0.1133553882,0.199382688533333,0.344078470666667,0.218670151333333,0.157057073,0.141003011933333,0.139191290933333,0.126493741533333,0.532537014,42846.6666666667,48486.6666666667,7171.6,717157.2,0.011991309
88,141866.666666667,54513.3333333333,0.60563524283552,0.03000947488,0.1157908826,0.2027424976,0.35059103,0.213661520666667,0.159808618466667,0.1375736592,0.138365175,0.127531187666667,0.542778959333333,43153.3333333333,48946.6666666667,7171.6,717157.2,0.0123722718733333
89,147480,54613.3333333333,0.606079434870711,0.0279153520066667,0.1161188176,0.206257133533333,0.354823352666667,0.212921046666667,0.1503211638,0.144193274933333,0.137741159133333,0.1259656904,0.534287209333333,43140,48733.3333333333,7171.53333333333,717157.2,0.0126529934066667
90,154013.333333333,53740,0.607622955451674,0.02962510724,0.118940969466667,0.211046354133333,0.353831780666667,0.214884524666667,0.1536360976,0.139165202266667,0.138482401933333,0.1263463674,0.528217671333333,43026.6666666667,48520,7171.6,717157.2,0.01303861854
91,161653.333333333,55673.3333333333,0.610628099235765,0.0320305181733333,0.123092496666667,0.213205101133333,0.359121562,0.213983923333333,0.1525802486,0.133762802266667,0.140551464333333,0.126474039066667,0.544720147333333,44086.6666666667,49913.3333333333,7171.53333333333,717157.2,0.0135832733133333
92,170853.333333333,56033.3333333333,0.611956202569261,0.0331456370133333,0.1266065524,0.221057093866667,0.364573362666667,0.202605995333333,0.158357536,0.137830054533333,0.136633062866667,0.122418238733333,0.526032310666667,44160,49580,7171.6,717157.2,0.01420027984
93,182486.666666667,56826.6666666667,0.608215502274388,0.0366264838133333,0.132066782733333,0.221726313466667,0.373071882666667,0.197100437333333,0.146315636266667,0.135194357333333,0.148317685533333,0.136005918266667,0.542909499333333,43733.3333333333,NA,7171.6,717157.2,0.0146624661866667
94,197866.666666667,57566.6666666667,0.612722716891832,0.0358786659733333,0.138456136066667,0.229268821266667,0.376525870666667,0.192154170666667,0.155948647533333,0.134142179933333,0.141229132066667,0.1301951052,0.531165068,44020,NA,7171.53333333333,717157.2,0.0156730445666667
95,219333.333333333,57233.3333333333,0.601735803901968,0.0376761638533333,0.139092009066667,0.2330640466,0.373917808666667,0.185315133933333,0.140380262333333,0.145953562733333,0.154433231133333,0.141620065933333,0.538173992,43353.3333333333,NA,7171.6,717157.2,0.0170113634333333
96,251413.333333333,58906.6666666667,0.604501740656369,0.0407009024466667,0.142804054733333,0.232601233066667,0.372740657333333,0.185868456666667,0.152190776533333,0.131223747,0.157976364933333,0.145973515333333,0.535516659333333,43466.6666666667,NA,7171.53333333333,717157.2,0.0183746645333333
97,306333.333333333,59180,0.592696770701587,0.046573564,0.1479284908,0.2321863546,0.365242834933333,0.176791840666667,0.141829262866667,0.152584836933333,0.163551229,0.1530216084,0.529350835333333,42300,NA,7171.6,717157.2,0.0204985925733333
98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
99.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
